id,magnitude,location,timestamp,longitude,latitude
912,0.41,"8 km ENE of Ashford, Washington",2023-09-13 19:49:08.970,-121.93,46.79
913,0.33,"15 km SSE of Carbonado, Washington",2023-09-14 10:00:12.920,-121.94,46.96
914,0.65,"5 km E of Buckley, Washington",2023-09-14 12:30:09.730,-121.96,47.16
915,1.12,"14 km E of Wilkeson, Washington",2023-09-14 18:28:26.080,-121.85,47.09
916,1.51,"2 km NNW of Federal Way, Washington",2023-09-14 20:45:04.320,-122.32,47.35
917,0.56,"8 km ESE of Enumclaw, Washington",2023-09-15 04:37:17.880,-121.88,47.19
918,0.07,"9 km ENE of Ashford, Washington",2023-09-15 06:33:19.160,-121.92,46.80
919,0.38,"22 km ENE of Ashford, Washington",2023-09-15 09:41:12.810,-121.76,46.84
920,1.42,"2 km E of Granite Falls, Washington",2023-09-15 21:30:00.130,-121.94,48.09
921,1.06,"3 km W of Bangor Trident Base, Washington",2023-09-16 00:50:57.280,-122.76,47.73
922,0.28,"22 km ENE of Ashford, Washington",2023-09-16 19:38:49.940,-121.76,46.85
923,1.40,"5 km ENE of Ashford, Washington",2023-09-16 20:10:24.370,-121.97,46.77
924,0.81,"7 km WSW of Lake Cavanaugh, Washington",2023-09-17 01:54:23.510,-122.12,48.31
925,0.08,"22 km ENE of Ashford, Washington",2023-09-17 03:14:36.400,-121.76,46.85
926,2.50,"9 km NNE of Snoqualmie, Washington",2023-09-17 07:08:54.480,-121.76,47.60
927,1.04,"6 km NE of Fall City, Washington",2023-09-17 07:19:00.740,-121.83,47.62
928,0.90,"5 km ENE of Oso, Washington",2023-09-18 01:32:14.050,-121.86,48.29
929,0.82,"3 km E of Carbonado, Washington",2023-09-18 10:10:13.010,-122.00,47.07
930,0.31,"23 km ENE of Ashford, Washington",2023-09-18 15:30:22.280,-121.76,46.85
931,0.47,"5 km SSE of Darrington, Washington",2023-09-18 17:00:35.880,-121.58,48.21
932,1.76,"Olympic Peninsula, Washington",2023-09-18 18:59:54.640,-123.12,47.11
933,0.23,Washington,2023-09-19 08:31:58.810,-121.75,46.87
934,1.11,"5 km NE of Oso, Washington",2023-09-19 09:04:07.280,-121.87,48.30
935,0.12,Washington,2023-09-19 12:28:08.730,-121.78,46.86
936,0.63,"23 km ENE of Ashford, Washington",2023-09-19 16:00:07.540,-121.75,46.85
937,0.41,Washington,2023-09-20 00:17:42.700,-121.76,46.85
938,1.43,"4 km ENE of White Center, Washington",2023-09-20 00:56:28.780,-122.30,47.53
939,1.07,"5 km NE of Oso, Washington",2023-09-20 04:46:59.700,-121.88,48.31
940,0.68,"22 km ENE of Ashford, Washington",2023-09-20 07:47:15.070,-121.76,46.85
941,0.49,Washington,2023-09-20 15:59:48.880,-121.96,46.77
942,1.62,"1 km SE of Kapowsin, Washington",2023-09-20 23:55:08.380,-122.21,46.98
943,0.51,"12 km NNE of Ashford, Washington",2023-09-21 03:04:08.500,-121.96,46.86
944,0.56,"5 km ENE of Ashford, Washington",2023-09-21 03:10:22.680,-121.96,46.77
945,1.83,"0 km ENE of Camano, Washington",2023-09-21 03:52:14.200,-122.52,48.18
946,0.91,"11 km SE of Darrington, Washington",2023-09-21 10:48:38.780,-121.50,48.18
947,0.17,"15 km ENE of Ashford, Washington",2023-09-21 16:59:28.200,-121.86,46.83
948,0.99,"3 km SE of Enumclaw, Washington",2023-09-21 19:32:05.920,-121.96,47.18
949,2.00,"9 km WNW of Longbranch, Washington",2023-09-21 23:42:02.340,-122.88,47.23
950,0.57,"11 km NW of Easton, Washington",2023-09-22 01:10:30.830,-121.28,47.32
951,0.92,"20 km ENE of Ashford, Washington",2023-09-22 14:58:03.420,-121.78,46.83
952,1.49,Washington,2023-09-22 18:42:35.030,-121.82,47.16
953,-0.17,"14 km NE of Ashford, Washington",2023-09-23 02:43:07.190,-121.91,46.86
954,0.14,"24 km ENE of Ashford, Washington",2023-09-23 04:05:37.070,-121.74,46.85
955,2.03,"Puget Sound region, Washington",2023-09-24 01:07:15.450,-122.86,47.80
956,0.86,"0 km NE of Duvall, Washington",2023-09-24 18:23:28.270,-121.98,47.75
957,1.85,Washington,2023-09-25 05:34:25.790,-121.75,46.85
958,1.19,"23 km ENE of Ashford, Washington",2023-09-25 07:30:46.520,-121.75,46.85
959,0.44,"5 km N of Woods Creek, Washington",2023-09-26 00:08:11.240,-121.91,47.92
960,0.27,"12 km NE of Ashford, Washington",2023-09-26 07:09:54.810,-121.91,46.83
961,1.90,"10 km S of Sultan, Washington",2023-09-26 14:22:07.210,-121.80,47.77
962,1.00,"2 km NW of Black Diamond, Washington",2023-09-26 21:34:12.890,-122.02,47.32
963,1.32,"1 km SW of Ravensdale, Washington",2023-09-26 22:15:41.810,-122.00,47.34
964,1.05,"2 km WSW of Ravensdale, Washington",2023-09-27 02:32:47.340,-122.01,47.34
965,1.20,"1 km SW of Quilcene, Washington",2023-09-27 08:56:39.340,-122.89,47.81
966,0.48,"23 km ENE of Ashford, Washington",2023-09-28 07:42:48.750,-121.74,46.84
967,0.68,"8 km E of Ashford, Washington",2023-09-28 17:49:56.040,-121.92,46.76
968,1.38,"8 km ENE of Fall City, Washington",2023-09-29 08:57:38.200,-121.80,47.61
969,0.45,"12 km NNE of Ashford, Washington",2023-09-29 22:21:44.240,-121.94,46.86
970,0.56,"5 km ENE of Oso, Washington",2023-09-30 01:08:36.710,-121.87,48.30
971,0.94,"2 km NE of Sammamish, Washington",2023-09-30 11:22:04.720,-122.06,47.66
972,2.18,Washington,2023-09-30 16:19:54.860,-122.69,48.08
973,1.00,"1 km SSW of Bremerton, Washington",2023-09-30 16:42:10.300,-122.64,47.56
974,0.76,Washington,2023-10-01 03:12:25.290,-121.74,46.84
975,0.22,"24 km ENE of Ashford, Washington",2023-10-01 06:47:29.670,-121.74,46.84
976,0.71,"9 km SSE of Darrington, Washington",2023-10-02 15:06:38.310,-121.54,48.19
977,1.57,"2 km E of Granite Falls, Washington",2023-10-02 21:30:24.560,-121.94,48.09
978,0.67,"23 km ENE of Ashford, Washington",2023-10-02 22:58:33.510,-121.75,46.85
979,1.07,"7 km NE of Fall City, Washington",2023-10-03 08:05:23.480,-121.82,47.62
980,0.17,"12 km NNE of Ashford, Washington",2023-10-04 04:07:04.140,-121.96,46.86
981,1.71,"3 km ENE of Bainbridge Island, Washington",2023-10-04 16:53:22.930,-122.48,47.64
982,1.29,"0 km E of Parkwood, Washington",2023-10-04 17:35:23.490,-122.60,47.53
983,2.26,"0 km WSW of Bothell West, Washington",2023-10-04 20:38:09.670,-122.25,47.80
984,0.99,"32 km NW of Hoodsport, Washington",2023-10-04 20:44:46.640,-123.46,47.60
985,0.52,"13 km NNE of Ashford, Washington",2023-10-04 21:04:57.640,-121.94,46.86
986,0.01,"23 km ENE of Ashford, Washington",2023-10-05 06:30:45.620,-121.76,46.85
987,1.02,"3 km ESE of Carbonado, Washington",2023-10-06 01:10:48.750,-122.00,47.07
988,0.66,"9 km SSW of Darrington, Washington",2023-10-06 10:36:03.400,-121.66,48.17
989,1.14,"10 km SSW of Darrington, Washington",2023-10-06 10:56:50.240,-121.66,48.18
990,1.44,"1 km SSE of Fircrest, Washington",2023-10-06 18:48:17.510,-122.51,47.23
991,0.56,"21 km SE of Carbonado, Washington",2023-10-06 20:14:05.500,-121.82,46.97
992,0.75,"6 km WNW of Lake Cavanaugh, Washington",2023-10-06 20:28:33.040,-122.10,48.34
993,0.85,"6 km WSW of Lake Cavanaugh, Washington",2023-10-06 20:42:36.490,-122.10,48.31
994,1.57,"6 km WSW of Lake Cavanaugh, Washington",2023-10-06 20:45:47.830,-122.10,48.31
995,0.40,"13 km SSE of Carbonado, Washington",2023-10-06 23:33:16.880,-121.99,46.97
996,0.59,"22 km ENE of Ashford, Washington",2023-10-07 01:08:50.720,-121.76,46.85
997,0.26,"22 km ENE of Ashford, Washington",2023-10-07 01:25:14.200,-121.76,46.85
998,0.18,"11 km E of Ashford, Washington",2023-10-07 02:16:35.790,-121.88,46.77
999,0.42,"22 km ENE of Ashford, Washington",2023-10-07 06:35:51.790,-121.76,46.85
1000,-0.02,"17 km SSE of Carbonado, Washington",2023-10-08 06:58:47.550,-121.96,46.94
1001,0.82,"22 km ENE of Ashford, Washington",2023-10-08 13:45:25.200,-121.76,46.84
1002,4.30,"Port Townsend, WA",2023-10-09 02:21:08.960,-122.73,48.04
1003,1.04,Washington,2023-10-09 13:24:08.340,-121.93,48.38
1004,0.79,"24 km ENE of Ashford, Washington",2023-10-09 16:54:53.820,-121.75,46.86
1005,1.22,"1 km SE of Hobart, Washington",2023-10-11 06:07:03.900,-121.96,47.41
1006,1.04,Washington,2023-10-11 22:25:23.350,-122.20,46.98
1007,0.57,"0 km NNW of Carbonado, Washington",2023-10-12 07:19:19.310,-122.06,47.09
1008,0.71,"3 km ESE of Carbonado, Washington",2023-10-12 11:44:00.090,-122.01,47.07
1009,1.21,"10 km ESE of Riverbend, Washington",2023-10-12 12:48:57.460,-121.62,47.43
1010,1.49,"8 km ENE of Enumclaw, Washington",2023-10-12 18:30:50.230,-121.90,47.23
1011,1.16,"3 km ESE of Quilcene, Washington",2023-10-13 02:19:08.890,-122.84,47.81
1012,1.06,"Puget Sound region, Washington",2023-10-13 11:13:14.820,-122.85,47.82
1013,0.54,"7 km E of Ashford, Washington",2023-10-13 17:16:48.890,-121.93,46.77
1014,1.02,"4 km NNE of Silverdale, Washington",2023-10-13 17:58:29.800,-122.68,47.68
1015,0.42,"3 km NNE of Swede Heaven, Washington",2023-10-13 18:38:43.970,-121.71,48.31
1016,0.53,"22 km ENE of Ashford, Washington",2023-10-13 22:27:30.460,-121.76,46.84
1017,0.86,"4 km SE of Enumclaw, Washington",2023-10-14 07:04:15.790,-121.94,47.18
1018,0.28,"17 km NNE of Ashford, Washington",2023-10-14 07:49:40.270,-121.94,46.90
1019,1.43,"8 km S of Seabeck, Washington",2023-10-14 21:24:50.610,-122.83,47.56
1020,1.13,"22 km ENE of Ashford, Washington",2023-10-14 22:13:46.870,-121.76,46.85
1021,0.82,"3 km ENE of Cathcart, Washington",2023-10-15 16:02:09.420,-122.06,47.86
1022,0.13,"23 km ENE of Ashford, Washington",2023-10-15 17:57:42.610,-121.76,46.85
1023,0.71,Washington,2023-10-15 19:43:32.120,-122.05,46.73
1024,0.72,"6 km SSE of Swede Heaven, Washington",2023-10-16 01:13:27.870,-121.68,48.24
1025,1.73,"8 km NE of Fall City, Washington",2023-10-16 13:08:04.860,-121.80,47.61
1026,0.71,"4 km ESE of Carbonado, Washington",2023-10-16 14:53:13.540,-122.00,47.07
1027,1.83,"4 km SW of Port Ludlow, Washington",2023-10-16 18:35:45.230,-122.72,47.90
1028,0.30,"21 km NE of Ashford, Washington",2023-10-17 03:32:28.600,-121.82,46.89
1029,1.12,"Puget Sound region, Washington",2023-10-17 05:12:45.630,-122.88,47.81
1030,1.32,"5 km SE of Bethel, Washington",2023-10-18 00:13:54.860,-122.59,47.46
1031,0.21,"3 km SE of Swede Heaven, Washington",2023-10-18 05:01:31.660,-121.69,48.26
1032,0.73,"19 km NE of Ashford, Washington",2023-10-18 09:17:51.980,-121.89,46.90
1033,0.58,"13 km NNE of Ashford, Washington",2023-10-18 17:42:29.010,-121.95,46.86
1034,1.29,"4 km ESE of Dash Point, Washington",2023-10-20 00:15:35.070,-122.37,47.31
1035,1.18,"3 km ESE of Dash Point, Washington",2023-10-20 00:18:56.920,-122.38,47.31
1036,1.10,"Puget Sound region, Washington",2023-10-20 02:32:04.240,-122.38,47.31
1037,1.29,"Puget Sound region, Washington",2023-10-20 03:25:19.530,-122.38,47.31
1038,2.66,Washington,2023-10-20 13:47:54.920,-121.73,47.61
1039,0.61,"24 km ENE of Ashford, Washington",2023-10-20 16:53:59.100,-121.75,46.87
1040,0.78,"5 km ENE of Ashford, Washington",2023-10-21 14:25:45.220,-121.96,46.77
1041,0.31,Washington,2023-10-21 16:00:34.230,-121.75,46.87
1042,0.25,"18 km SSE of Carbonado, Washington",2023-10-22 03:22:43.800,-121.94,46.93
1043,0.07,"16 km NNE of Ashford, Washington",2023-10-22 04:30:38.280,-121.93,46.89
1044,0.82,"4 km WNW of Greenwater, Washington",2023-10-22 07:40:24.210,-121.71,47.18
1045,0.47,"12 km SE of Darrington, Washington",2023-10-22 09:34:34.510,-121.49,48.17
1046,0.27,"23 km ENE of Ashford, Washington",2023-10-22 19:27:28.880,-121.75,46.85
1047,0.52,"5 km ENE of Ashford, Washington",2023-10-22 22:32:40.220,-121.96,46.78
1048,3.05,"Puget Sound region, Washington",2023-10-23 02:41:45.820,-122.70,47.41
1049,2.44,"3 km E of Carbonado, Washington",2023-10-24 11:56:23.970,-122.00,47.08
1050,1.11,"1 km N of Clearview, Washington",2023-10-24 16:47:25.000,-122.13,47.85
1051,1.33,"2 km ESE of Kapowsin, Washington",2023-10-24 18:27:50.840,-122.20,46.98
1052,1.04,"16 km NNE of Ashford, Washington",2023-10-25 16:17:56.570,-121.94,46.90
1053,0.41,"23 km ENE of Ashford, Washington",2023-10-25 17:45:22.820,-121.75,46.85
1054,0.07,"22 km ENE of Ashford, Washington",2023-10-26 06:43:03.610,-121.76,46.85
1055,0.81,"23 km ENE of Ashford, Washington",2023-10-26 06:50:12.220,-121.75,46.85
1056,1.66,"23 km ENE of Ashford, Washington",2023-10-26 07:00:03.600,-121.75,46.85
1057,0.32,"23 km ENE of Ashford, Washington",2023-10-26 07:27:15.910,-121.75,46.85
1058,0.31,"23 km ENE of Ashford, Washington",2023-10-26 07:43:14.000,-121.75,46.85
1059,0.42,"3 km SSW of Ashford, Washington",2023-10-26 08:48:37.210,-122.05,46.73
1060,1.24,"23 km ENE of Ashford, Washington",2023-10-26 09:38:16.510,-121.75,46.85
1061,1.02,"2 km SSW of Quilcene, Washington",2023-10-26 10:10:36.420,-122.88,47.80
1062,-0.25,"14 km NE of Ashford, Washington",2023-10-26 12:35:00.720,-121.92,46.86
1063,0.18,"6 km E of Ashford, Washington",2023-10-26 21:58:57.020,-121.94,46.76
1064,-0.68,"21 km ENE of Ashford, Washington",2023-10-26 23:33:38.630,-121.79,46.86
1065,0.83,"11 km S of Carbonado, Washington",2023-10-27 03:34:25.200,-122.03,46.98
1066,0.29,"13 km NNE of Ashford, Washington",2023-10-27 11:31:24.600,-121.96,46.87
1067,1.26,"5 km WNW of Langley, Washington",2023-10-27 18:18:19.950,-122.47,48.05
1068,2.01,"5 km SSW of Port Ludlow, Washington",2023-10-27 21:26:45.000,-122.71,47.88
1069,3.01,"1 km NE of Gorst, Washington",2023-10-28 01:29:59.450,-122.70,47.53
1070,1.06,"22 km ENE of Ashford, Washington",2023-10-28 12:56:05.460,-121.76,46.85
1071,1.24,"19 km WSW of Brinnon, Washington",2023-10-28 15:20:47.090,-123.14,47.61
1072,0.43,"4 km SE of Enumclaw, Washington",2023-10-28 17:49:03.140,-121.96,47.17
1073,0.62,"3 km NE of Sumner, Washington",2023-10-28 20:27:35.040,-122.21,47.23
1074,0.17,Washington,2023-10-28 20:43:20.460,-121.90,46.76
1075,0.24,Washington,2023-10-29 18:23:39.860,-121.76,46.85
1076,-0.07,Washington,2023-10-30 01:48:35.900,-121.79,46.86
1077,1.11,Washington,2023-10-30 20:51:32.260,-121.83,47.14
1078,0.48,"15 km NNE of Ashford, Washington",2023-10-30 21:37:58.610,-121.95,46.89
1079,0.70,"4 km SW of Big Lake, Washington",2023-10-30 22:12:09.040,-122.28,48.37
1080,0.03,"11 km NE of Ashford, Washington",2023-10-31 00:15:25.150,-121.91,46.83
1081,1.31,"3 km WSW of Fall City, Washington",2023-10-31 14:57:56.480,-121.93,47.56
1082,0.29,"22 km ENE of Ashford, Washington",2023-10-31 19:18:27.320,-121.77,46.85
1083,1.57,"8 km WSW of Tumwater, Washington",2023-11-01 01:22:42.340,-123.01,46.98
1084,1.14,"0 km N of Lake Roesiger, Washington",2023-11-01 02:12:14.260,-121.93,47.99
1085,0.66,"8 km N of Ashford, Washington",2023-11-01 07:06:59.550,-122.01,46.84
1086,0.56,"17 km NNE of Ashford, Washington",2023-11-01 11:09:29.010,-121.94,46.90
1087,0.74,"22 km ENE of Ashford, Washington",2023-11-01 15:44:31.830,-121.76,46.85
1088,1.57,"3 km WNW of Lake Cavanaugh, Washington",2023-11-01 17:10:28.130,-122.06,48.33
1089,1.43,"2 km NW of Kapowsin, Washington",2023-11-02 00:00:25.280,-122.24,47.00
1090,0.43,"13 km NNE of Ashford, Washington",2023-11-02 01:59:14.810,-121.96,46.87
1091,0.96,"3 km WSW of Fall City, Washington",2023-11-02 07:00:58.060,-121.93,47.55
1092,0.65,"23 km ENE of Ashford, Washington",2023-11-02 21:36:59.530,-121.76,46.85
1093,0.59,"13 km NE of Ashford, Washington",2023-11-02 23:38:16.020,-121.92,46.85
1094,1.60,"2 km ENE of Port Angeles East, Washington",2023-11-03 21:30:26.640,-123.34,48.11
1095,0.83,"6 km SSE of Quilcene, Washington",2023-11-04 05:59:52.830,-122.84,47.77
1096,0.66,"23 km ENE of Ashford, Washington",2023-11-04 16:30:17.120,-121.76,46.85
1097,1.68,"8 km E of Ashford, Washington",2023-11-05 17:08:29.750,-121.92,46.76
1098,0.93,"8 km E of Ashford, Washington",2023-11-05 17:20:26.520,-121.92,46.76
1099,1.33,"4 km SW of Quilcene, Washington",2023-11-06 07:52:11.640,-122.92,47.80
1100,0.76,"10 km NE of Ashford, Washington",2023-11-07 07:53:16.580,-121.94,46.83
1101,1.83,"11 km WSW of Belfair, Washington",2023-11-08 15:17:56.060,-122.98,47.43
1102,-0.44,"22 km ENE of Ashford, Washington",2023-11-09 09:14:04.150,-121.76,46.85
1103,0.73,"Puget Sound region, Washington",2023-11-09 16:35:19.680,-122.85,47.69
1104,0.63,"23 km ENE of Ashford, Washington",2023-11-09 22:06:23.590,-121.76,46.85
1105,1.09,Washington,2023-11-09 22:58:51.220,-121.95,47.71
1106,1.39,Washington,2023-11-10 22:41:08.630,-122.65,46.79
1107,1.40,"2 km NE of Kapowsin, Washington",2023-11-11 00:02:11.940,-122.20,47.00
1108,-0.08,"14 km NE of Ashford, Washington",2023-11-11 13:28:46.270,-121.92,46.86
1109,1.40,"10 km NNE of Ashford, Washington",2023-11-12 08:40:15.870,-121.99,46.85
1110,0.46,"10 km NNE of Ashford, Washington",2023-11-12 12:28:30.120,-122.00,46.85
1111,1.46,"10 km NNE of Ashford, Washington",2023-11-12 12:46:39.760,-121.99,46.85
1112,1.25,"10 km NNE of Snoqualmie, Washington",2023-11-13 15:58:15.240,-121.75,47.61
1113,1.12,"8 km SE of Enumclaw, Washington",2023-11-13 18:30:21.010,-121.91,47.16
1114,0.59,Washington,2023-11-13 20:06:58.030,-122.01,46.91
1115,0.43,"15 km N of Ashford, Washington",2023-11-13 22:20:40.250,-122.01,46.90
1116,0.96,"3 km SE of Enumclaw, Washington",2023-11-14 03:35:19.330,-121.95,47.18
1117,0.74,"5 km NE of Granite Falls, Washington",2023-11-14 23:29:16.560,-121.91,48.11
1118,1.06,Washington,2023-11-15 17:26:45.910,-121.82,47.68
1119,0.04,"14 km NNE of Ashford, Washington",2023-11-15 18:15:20.250,-121.94,46.88
1120,1.33,"10 km NNE of Ashford, Washington",2023-11-16 01:03:06.770,-122.00,46.85
1121,1.10,"6 km NE of Swede Heaven, Washington",2023-11-16 06:31:31.270,-121.65,48.32
1122,0.53,"16 km SE of Carbonado, Washington",2023-11-16 21:12:46.870,-121.92,46.96
1123,3.32,"2 km SSE of Stanwood, Washington",2023-11-17 00:47:40.540,-122.36,48.22
1124,0.36,"24 km ENE of Ashford, Washington",2023-11-17 09:35:15.600,-121.74,46.86
1125,1.16,"2 km SSE of Quilcene, Washington",2023-11-17 10:58:22.990,-122.86,47.80
1126,1.72,"5 km SSW of Port Ludlow, Washington",2023-11-17 20:24:45.650,-122.72,47.88
1127,0.38,"26 km ENE of Ashford, Washington",2023-11-17 21:33:38.620,-121.74,46.89
1128,0.05,"8 km ENE of Ashford, Washington",2023-11-18 06:53:07.570,-121.93,46.80
1129,0.38,"5 km E of Ashford, Washington",2023-11-18 20:37:56.090,-121.96,46.76
1130,1.17,"5 km ENE of Ashford, Washington",2023-11-18 20:39:38.870,-121.96,46.77
1131,0.62,"5 km ENE of Ashford, Washington",2023-11-18 20:41:32.330,-121.96,46.77
1132,0.57,"5 km ENE of Ashford, Washington",2023-11-18 20:53:58.030,-121.97,46.79
1133,0.38,"5 km ENE of Ashford, Washington",2023-11-18 22:10:58.880,-121.96,46.77
1134,1.38,"4 km WNW of Carlsborg, Washington",2023-11-19 00:42:24.370,-123.23,48.10
1135,1.41,"4 km NNE of White Center, Washington",2023-11-19 16:29:56.580,-122.33,47.55
1136,0.59,"19 km SSE of Carbonado, Washington",2023-11-20 01:26:10.140,-121.93,46.93
1137,1.14,"10 km NNE of Ashford, Washington",2023-11-20 20:42:44.310,-121.99,46.85
1138,1.49,"2 km E of Kapowsin, Washington",2023-11-20 22:15:46.280,-122.20,46.99
1139,0.42,"5 km ENE of Ashford, Washington",2023-11-21 01:56:28.540,-121.96,46.77
1140,1.53,"10 km NNE of Ashford, Washington",2023-11-22 10:57:50.100,-122.00,46.85
1141,1.26,"1 km SE of Tracyton, Washington",2023-11-23 15:41:18.360,-122.64,47.60
1142,1.49,"1 km N of Enetai, Washington",2023-11-23 15:41:27.520,-122.60,47.60
1143,0.05,Washington,2023-11-23 18:30:01.170,-121.76,46.86
1144,0.52,"10 km NNE of Ashford, Washington",2023-11-24 11:13:10.900,-121.99,46.85
1145,1.02,"3 km N of Lake Marcel-Stillwater, Washington",2023-11-24 12:39:24.000,-121.91,47.72
1146,1.17,"11 km NNE of Snoqualmie, Washington",2023-11-24 12:41:54.180,-121.74,47.61
1147,0.36,"10 km NNE of Ashford, Washington",2023-11-24 16:25:38.780,-121.99,46.85
1148,0.38,"11 km NE of Ashford, Washington",2023-11-26 00:39:41.120,-121.91,46.82
1149,1.50,"2 km NW of Carbonado, Washington",2023-11-26 05:45:45.820,-122.07,47.09
1150,0.74,"2 km W of Wilkeson, Washington",2023-11-26 06:46:09.910,-122.08,47.10
1151,0.20,"22 km ENE of Ashford, Washington",2023-11-27 05:56:25.160,-121.76,46.85
1152,0.07,"23 km ENE of Ashford, Washington",2023-11-27 18:32:17.830,-121.76,46.85
1153,1.70,"1 km WNW of Chico, Washington",2023-11-27 20:55:45.490,-122.73,47.62
1154,0.96,"2 km N of Mirrormont, Washington",2023-11-28 09:00:14.280,-122.00,47.49
1155,1.28,"12 km W of Greenwater, Washington",2023-11-28 20:17:16.900,-121.82,47.15
1156,1.15,"1 km SE of Quilcene, Washington",2023-11-28 22:12:39.820,-122.86,47.81
1157,0.23,"23 km ENE of Ashford, Washington",2023-11-28 23:09:32.890,-121.76,46.85
1158,1.61,Washington,2023-11-29 00:05:15.690,-121.94,48.09
1159,1.22,"11 km NE of Snoqualmie, Washington",2023-11-29 03:05:36.730,-121.70,47.59
1160,0.11,"17 km SSE of Carbonado, Washington",2023-11-29 14:16:20.670,-121.95,46.94
1161,0.16,"23 km ENE of Ashford, Washington",2023-11-30 03:34:09.290,-121.76,46.85
1162,0.17,"22 km ENE of Ashford, Washington",2023-11-30 03:36:47.360,-121.77,46.85
1163,1.31,"Puget Sound region, Washington",2023-11-30 07:28:24.420,-122.91,47.46
1164,0.88,"4 km ENE of Echo Lake, Washington",2023-11-30 22:59:48.000,-122.00,47.80
1165,0.72,"2 km ENE of Shoreline, Washington",2023-12-01 06:55:03.680,-122.31,47.76
1166,0.60,Washington,2023-12-02 08:22:45.520,-121.84,46.92
1167,0.57,"3 km E of Carbonado, Washington",2023-12-03 04:19:27.800,-122.01,47.08
1168,1.31,"3 km SSW of Fall City, Washington",2023-12-03 07:24:19.570,-121.91,47.54
1169,0.98,"4 km E of Carbonado, Washington",2023-12-03 09:28:32.260,-122.00,47.07
1170,1.31,"4 km N of Prairie Heights, Washington",2023-12-03 13:48:44.180,-122.11,47.19
1171,1.42,"1 km NW of Lake Marcel-Stillwater, Washington",2023-12-04 14:19:31.490,-121.93,47.71
1172,2.40,"25 km ESE of Neilton, Washington",2023-12-04 17:30:41.170,-123.56,47.34
1173,1.69,"4 km WNW of Vashon, Washington",2023-12-05 04:29:11.910,-122.52,47.46
1174,0.63,Washington,2023-12-05 18:00:07.140,-121.65,48.23
1175,2.15,"1 km NW of Meadowdale, Washington",2023-12-05 18:24:14.510,-122.35,47.86
1176,1.41,"5 km WSW of Chico, Washington",2023-12-06 09:24:12.380,-122.78,47.59
1177,1.27,"2 km NNW of Algona, Washington",2023-12-06 12:54:58.620,-122.26,47.30
1178,1.56,"11 km NE of Snoqualmie, Washington",2023-12-07 14:23:16.520,-121.74,47.61
1179,0.15,"23 km ENE of Ashford, Washington",2023-12-07 19:05:28.930,-121.76,46.85
1180,2.37,"8 km SSW of Sultan, Washington",2023-12-07 22:04:59.860,-121.87,47.80
1181,0.45,"19 km NNE of Ashford, Washington",2023-12-08 05:07:29.040,-121.94,46.92
1182,1.59,"3 km NNW of Oso, Washington",2023-12-08 17:44:55.280,-121.94,48.30
1183,1.49,"0 km SE of Carbonado, Washington",2023-12-08 23:20:17.250,-122.05,47.08
1184,0.40,"23 km ENE of Ashford, Washington",2023-12-11 20:03:27.660,-121.76,46.85
1185,1.17,"13 km W of Greenwater, Washington",2023-12-11 21:23:48.880,-121.83,47.14
1186,0.20,"23 km ENE of Ashford, Washington",2023-12-11 21:31:44.810,-121.76,46.86
1187,0.36,"23 km ENE of Ashford, Washington",2023-12-11 21:33:11.880,-121.76,46.86
1188,0.16,"23 km ENE of Ashford, Washington",2023-12-11 21:43:02.760,-121.76,46.85
1189,1.08,"5 km SSW of Baring, Washington",2023-12-11 22:40:42.280,-121.51,47.72
1190,-0.11,"14 km NNE of Ashford, Washington",2023-12-12 01:24:45.730,-121.92,46.87
1191,0.49,"23 km ENE of Ashford, Washington",2023-12-12 02:04:27.640,-121.76,46.85
1192,-0.60,"22 km ENE of Ashford, Washington",2023-12-12 04:06:02.450,-121.76,46.85
1193,0.34,"12 km NE of Ashford, Washington",2023-12-12 09:52:14.680,-121.93,46.85
1194,0.70,"12 km E of Wilkeson, Washington",2023-12-12 14:51:24.330,-121.88,47.11
1195,0.96,"14 km NNE of Ashford, Washington",2023-12-12 16:12:31.580,-121.95,46.88
1196,0.90,"9 km S of Lyman, Washington",2023-12-12 18:18:18.730,-122.08,48.44
1197,1.35,"6 km SE of Camano, Washington",2023-12-13 01:24:29.040,-122.46,48.13
1198,1.29,"7 km S of Lake Morton-Berrydale, Washington",2023-12-13 09:25:45.450,-122.12,47.27
1199,1.14,"5 km SSE of Quilcene, Washington",2023-12-13 11:36:22.610,-122.84,47.78
1200,0.57,"15 km SSE of Carbonado, Washington",2023-12-14 04:01:08.270,-121.96,46.95
1201,0.66,"23 km ENE of Ashford, Washington",2023-12-15 18:18:31.820,-121.76,46.86
1202,1.40,"2 km ESE of Kapowsin, Washington",2023-12-15 21:22:04.170,-122.20,46.98
1203,1.55,"14 km NNE of Ashford, Washington",2023-12-15 22:37:59.520,-121.95,46.87
1204,0.34,"23 km ENE of Ashford, Washington",2023-12-16 05:20:33.660,-121.76,46.86
1205,1.10,"14 km NNE of Ashford, Washington",2023-12-16 15:59:47.910,-121.95,46.87
1206,1.52,"3 km SSE of Stanwood, Washington",2023-12-17 06:47:01.670,-122.35,48.22
1207,1.64,"2 km NNE of Lea Hill, Washington",2023-12-17 09:48:23.180,-122.16,47.35
1208,0.71,"7 km NE of Ashford, Washington",2023-12-17 13:23:07.940,-121.95,46.80
1209,0.54,"1 km SE of Carbonado, Washington",2023-12-17 16:43:58.920,-122.03,47.07
